ELASTICSEARCH_ID,ADDRESS_PARTS0NAME,ADDRESS_PARTS0STREET,PARENT0COUNTRY,PARENT0COUNTRY_ID,PARENT0COUNTRY_A,PARENT0MACROREGION,PARENT0MACROREGION_ID,PARENT0REGION,PARENT0REGION_ID,PARENT0LOCALADMIN,PARENT0LOCALADMIN_ID,PARENT0LOCALITY,PARENT0LOCALITY_ID,ADDENDUM0IDERIOJA0ID,ADDENDUM0IDERIOJA0LENGUA,ADDENDUM0IDERIOJA0ESTADO,ADDENDUM0IDERIOJA0NOMBRE_ACTU,NAME0DEFAULT,NAME0ES,PHRASE0DEFAULT,PHRASE0ES,CENTER_POINT0LAT,CENTER_POINT0LON,LAYER,SOURCE
iderioja:street:calrj/0341726036000101--00172,Primero de Mayo,Plaza Primero de Mayo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00172,spa,Oficial,Plaza Primero de Mayo,Plaza Primero de Mayo,Plaza Primero de Mayo,Plaza Primero de Mayo,Plaza Primero de Mayo,42.31114,-1.96922,street,calrj
iderioja:street:calrj/0341726036000101--00173,Justo Aldea,Calle Justo Aldea,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00173,spa,Oficial,Calle Justo Aldea,Calle Justo Aldea,Calle Justo Aldea,Calle Justo Aldea,Calle Justo Aldea,42.30366,-1.96058,street,calrj
iderioja:street:calrj/0341726036000101--00174,Primera de Pastores,Travesía Primera de Pastores,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00174,spa,Oficial,Travesía Primera de Pastores,Travesía Primera de Pastores,Travesía Primera de Pastores,Travesía Primera de Pastores,Travesía Primera de Pastores,42.30339,-1.96041,street,calrj
iderioja:street:calrj/0341726036000101--00175,Teatro,Calle Teatro,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00175,spa,Oficial,Calle Teatro,Calle Teatro,Calle Teatro,Calle Teatro,Calle Teatro,42.30326,-1.96377,street,calrj
iderioja:street:calrj/0341726036000101--00176,Venezuela,Calle Venezuela,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00176,spa,Oficial,Calle Venezuela,Calle Venezuela,Calle Venezuela,Calle Venezuela,Calle Venezuela,42.29909,-1.96161,street,calrj
iderioja:street:calrj/0341726036000101--00177,Galicia,Calle Galicia,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00177,spa,Oficial,Calle Galicia,Calle Galicia,Calle Galicia,Calle Galicia,Calle Galicia,42.30949,-1.97073,street,calrj
iderioja:street:calrj/0341726036000101--00178,Pérez Pinilla,Calle Pérez Pinilla,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00178,spa,Oficial,Calle Pérez Pinilla,Calle Pérez Pinilla,Calle Pérez Pinilla,Calle Pérez Pinilla,Calle Pérez Pinilla,42.30758,-1.96792,street,calrj
iderioja:street:calrj/0341726036000101--00179,Pastelería,Travesía Pastelería,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00179,spa,Oficial,Travesía Pastelería,Travesía Pastelería,Travesía Pastelería,Travesía Pastelería,Travesía Pastelería,42.30144,-1.95972,street,calrj
iderioja:street:calrj/0341726036000101--00180,Palacio,Calle Palacio,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00180,spa,Oficial,Calle Palacio,Calle Palacio,Calle Palacio,Calle Palacio,Calle Palacio,42.29982,-1.95968,street,calrj
iderioja:street:calrj/0341726036000101--00181,Rafael Amatriaín,Plaza Rafael Amatriaín,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00181,spa,Oficial,Plaza Rafael Amatriaín,Plaza Rafael Amatriaín,Plaza Rafael Amatriaín,Plaza Rafael Amatriaín,Plaza Rafael Amatriaín,42.29987,-1.95998,street,calrj
iderioja:street:calrj/0341726036000101--00182,Refugio,Calle Refugio,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00182,spa,Oficial,Calle Refugio,Calle Refugio,Calle Refugio,Calle Refugio,Calle Refugio,42.29973,-1.95884,street,calrj
iderioja:street:calrj/0341726036000101--00183,Mártires,Calle Mártires,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00183,spa,Oficial,Calle Mártires,Calle Mártires,Calle Mártires,Calle Mártires,Calle Mártires,42.30241,-1.96323,street,calrj
iderioja:street:calrj/0341726036000101--00184,Maestro Olave,Calle Maestro Olave,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00184,spa,Oficial,Calle Maestro Olave,Calle Maestro Olave,Calle Maestro Olave,Calle Maestro Olave,Calle Maestro Olave,42.30311,-1.97231,street,calrj
iderioja:street:calrj/0341726036000101--00185,Díaz,Pasaje Díaz,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00185,spa,Oficial,Pasaje Díaz,Pasaje Díaz,Pasaje Díaz,Pasaje Díaz,Pasaje Díaz,42.3028,-1.96317,street,calrj
iderioja:street:calrj/0341726036000101--00186,Doctor Fleming,Calle Doctor Fleming,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00186,spa,Oficial,Calle Doctor Fleming,Calle Doctor Fleming,Calle Doctor Fleming,Calle Doctor Fleming,Calle Doctor Fleming,42.3022,-1.96301,street,calrj
iderioja:street:calrj/0341726036000101--00187,de la Verdura,Plaza de la Verdura,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00187,spa,Oficial,Plaza de la Verdura,Plaza de la Verdura,Plaza de la Verdura,Plaza de la Verdura,Plaza de la Verdura,42.30065,-1.95949,street,calrj
iderioja:street:calrj/0341726036000101--00188,Costa Rica,Calle Costa Rica,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00188,spa,Oficial,Calle Costa Rica,Calle Costa Rica,Calle Costa Rica,Calle Costa Rica,Calle Costa Rica,42.30038,-1.96381,street,calrj
iderioja:street:calrj/0341726036000101--00189,Tilos,Calle Tilos,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00189,spa,Oficial,Calle Tilos,Calle Tilos,Calle Tilos,Calle Tilos,Calle Tilos,42.30533,-1.96127,street,calrj
iderioja:street:calrj/0341726036000101--00190,Santa Lucía,Calle Santa Lucía,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00190,spa,Oficial,Calle Santa Lucía,Calle Santa Lucía,Calle Santa Lucía,Calle Santa Lucía,Calle Santa Lucía,42.30088,-1.9549,street,calrj
iderioja:street:calrj/0341726036000101--00191,Río Jubera,Calle Río Jubera,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00191,spa,Oficial,Calle Río Jubera,Calle Río Jubera,Calle Río Jubera,Calle Río Jubera,Calle Río Jubera,42.3118,-1.9654,street,calrj
iderioja:street:calrj/0341726036000101--00192,Eras,Plaza Eras,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00192,spa,Oficial,Plaza Eras,Plaza Eras,Plaza Eras,Plaza Eras,Plaza Eras,42.30428,-1.95856,street,calrj
iderioja:street:calrj/0341726036000101--00193,Asturias,Calle Asturias,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00193,spa,Oficial,Calle Asturias,Calle Asturias,Calle Asturias,Calle Asturias,Calle Asturias,42.30902,-1.97344,street,calrj
iderioja:street:calrj/0341726036000101--00194,Ceuta,Calle Ceuta,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00194,spa,Oficial,Calle Ceuta,Calle Ceuta,Calle Ceuta,Calle Ceuta,Calle Ceuta,42.30945,-1.97319,street,calrj
iderioja:street:calrj/0341726036000101--00195,San Miguel,Calle San Miguel,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00195,spa,Oficial,Calle San Miguel,Calle San Miguel,Calle San Miguel,Calle San Miguel,Calle San Miguel,42.3002,-1.95555,street,calrj
iderioja:street:calrj/0341726036000101--00196,Monte Perdiguero,Calle Monte Perdiguero,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00196,spa,Oficial,Calle Monte Perdiguero,Calle Monte Perdiguero,Calle Monte Perdiguero,Calle Monte Perdiguero,Calle Monte Perdiguero,42.28934,-1.95487,street,calrj
iderioja:street:calrj/0341726036000101--00197,Galdeano,Calle Galdeano,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00197,spa,Oficial,Calle Galdeano,Calle Galdeano,Calle Galdeano,Calle Galdeano,Calle Galdeano,42.30199,-1.96135,street,calrj
iderioja:street:calrj/0341726036000101--00198,Santa Rita,Calle Santa Rita,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00198,spa,Oficial,Calle Santa Rita,Calle Santa Rita,Calle Santa Rita,Calle Santa Rita,Calle Santa Rita,42.3061,-1.96004,street,calrj
iderioja:street:calrj/0341726036000101--00199,José María Adán,Travesía José María Adán,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00199,spa,Oficial,Travesía José María Adán,Travesía José María Adán,Travesía José María Adán,Travesía José María Adán,Travesía José María Adán,42.30367,-1.96126,street,calrj
iderioja:street:calrj/0341726036000101--00200,Maestro Vives,Calle Maestro Vives,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00200,spa,Oficial,Calle Maestro Vives,Calle Maestro Vives,Calle Maestro Vives,Calle Maestro Vives,Calle Maestro Vives,42.30384,-1.96625,street,calrj
iderioja:street:calrj/0341726036000101--00201,Miguel de Cervantes,Calle Miguel de Cervantes,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00201,spa,Oficial,Calle Miguel de Cervantes,Calle Miguel de Cervantes,Calle Miguel de Cervantes,Calle Miguel de Cervantes,Calle Miguel de Cervantes,42.30221,-1.96454,street,calrj
iderioja:street:calrj/0341726036000101--00202,de la Libertad,Plaza de la Libertad,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00202,spa,Oficial,Plaza de la Libertad,Plaza de la Libertad,Plaza de la Libertad,Plaza de la Libertad,Plaza de la Libertad,42.30482,-1.96928,street,calrj
iderioja:street:calrj/0341726036000101--00203,de la Constitución,Plaza de la Constitución,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00203,spa,Oficial,Plaza de la Constitución,Plaza de la Constitución,Plaza de la Constitución,Plaza de la Constitución,Plaza de la Constitución,42.30627,-1.96655,street,calrj
iderioja:street:calrj/0341726036000101--00204,Río Manzanares,Calle Río Manzanares,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00204,spa,Oficial,Calle Río Manzanares,Calle Río Manzanares,Calle Río Manzanares,Calle Río Manzanares,Calle Río Manzanares,42.31239,-1.96681,street,calrj
iderioja:street:calrj/0341726036000101--00205,Aragón,Calle Aragón,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00205,spa,Oficial,Calle Aragón,Calle Aragón,Calle Aragón,Calle Aragón,Calle Aragón,42.30883,-1.97321,street,calrj
iderioja:street:calrj/0341726036000101--00206,Carmen Medrano,Calle Carmen Medrano,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00206,spa,Oficial,Calle Carmen Medrano,Calle Carmen Medrano,Calle Carmen Medrano,Calle Carmen Medrano,Calle Carmen Medrano,42.30795,-1.97284,street,calrj
iderioja:street:calrj/0341726036000101--00207,Gonzalo de Berceo,Calle Gonzalo de Berceo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00207,spa,Oficial,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,Calle Gonzalo de Berceo,42.30388,-1.9734,street,calrj
iderioja:street:calrj/0341726036000101--00208,Ribarroya,Calle Ribarroya,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00208,spa,Oficial,Calle Ribarroya,Calle Ribarroya,Calle Ribarroya,Calle Ribarroya,Calle Ribarroya,42.28859,-1.93874,street,calrj
iderioja:street:calrj/0341726036000101--00209,Retuerta,Calle Retuerta,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00209,spa,Oficial,Calle Retuerta,Calle Retuerta,Calle Retuerta,Calle Retuerta,Calle Retuerta,42.28831,-1.9366,street,calrj
iderioja:street:calrj/0341726036000101--00210,Villodas,Calle Villodas,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00210,spa,Oficial,Calle Villodas,Calle Villodas,Calle Villodas,Calle Villodas,Calle Villodas,42.30076,-1.95531,street,calrj
iderioja:street:calrj/0341726036000101--00211,de las Monjas,Cuesta de las Monjas,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00211,spa,Oficial,Cuesta de las Monjas,Cuesta de las Monjas,Cuesta de las Monjas,Cuesta de las Monjas,Cuesta de las Monjas,42.30157,-1.95582,street,calrj
iderioja:street:calrj/0341726036000101--00212,Arco de las Monjas,Calle Arco de las Monjas,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00212,spa,Oficial,Calle Arco de las Monjas,Calle Arco de las Monjas,Calle Arco de las Monjas,Calle Arco de las Monjas,Calle Arco de las Monjas,42.30191,-1.95498,street,calrj
iderioja:street:calrj/0341726036000101--00213,San Gil,Calle San Gil,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00213,spa,Oficial,Calle San Gil,Calle San Gil,Calle San Gil,Calle San Gil,Calle San Gil,42.30164,-1.95463,street,calrj
iderioja:street:calrj/0341726036000101--00214,Pedro Gutiérrez,Calle Pedro Gutiérrez,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00214,spa,Oficial,Calle Pedro Gutiérrez,Calle Pedro Gutiérrez,Calle Pedro Gutiérrez,Calle Pedro Gutiérrez,Calle Pedro Gutiérrez,42.30185,-1.95753,street,calrj
iderioja:street:calrj/0341726036000101--00215,Trinquete,Calle Trinquete,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00215,spa,Oficial,Calle Trinquete,Calle Trinquete,Calle Trinquete,Calle Trinquete,Calle Trinquete,42.30084,-1.96219,street,calrj
iderioja:street:calrj/0341726036000101--00216,Río Cidacos,Calle Río Cidacos,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00216,spa,Oficial,Calle Río Cidacos,Calle Río Cidacos,Calle Río Cidacos,Calle Río Cidacos,Calle Río Cidacos,42.30159,-1.96621,street,calrj
iderioja:street:calrj/0341726036000101--00217,Italia,Calle Italia,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00217,spa,Oficial,Calle Italia,Calle Italia,Calle Italia,Calle Italia,Calle Italia,42.30175,-1.96891,street,calrj
iderioja:street:calrj/0341726036000101--00218,del Mercado,Plaza del Mercado,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00218,spa,Oficial,Plaza del Mercado,Plaza del Mercado,Plaza del Mercado,Plaza del Mercado,Plaza del Mercado,42.30129,-1.96185,street,calrj
iderioja:street:calrj/0341726036000101--00219,Santa Teresa Jornet,Calle Santa Teresa Jornet,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00219,spa,Oficial,Calle Santa Teresa Jornet,Calle Santa Teresa Jornet,Calle Santa Teresa Jornet,Calle Santa Teresa Jornet,Calle Santa Teresa Jornet,42.30492,-1.9599,street,calrj
iderioja:street:calrj/0341726036000101--00220,Pilarte,Plaza Pilarte,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00220,spa,Oficial,Plaza Pilarte,Plaza Pilarte,Plaza Pilarte,Plaza Pilarte,Plaza Pilarte,42.30238,-1.96072,street,calrj
iderioja:street:calrj/0341726036000101--00221,Andalucía,Calle Andalucía,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00221,spa,Oficial,Calle Andalucía,Calle Andalucía,Calle Andalucía,Calle Andalucía,Calle Andalucía,42.30818,-1.96736,street,calrj
iderioja:street:calrj/0341726036000101--00222,de los Comuneros de Castilla,Plaza de los Comuneros de Castilla,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00222,spa,Oficial,Plaza de los Comuneros de Castilla,Plaza de los Comuneros de Castilla,Plaza de los Comuneros de Castilla,Plaza de los Comuneros de Castilla,Plaza de los Comuneros de Castilla,42.30844,-1.96712,street,calrj
iderioja:street:calrj/0341726036000101--00223,Alforín,Calle Alforín,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00223,spa,Oficial,Calle Alforín,Calle Alforín,Calle Alforín,Calle Alforín,Calle Alforín,42.30225,-1.95679,street,calrj
iderioja:street:calrj/0341726036000101--00224,de los Sastres,Calle de los Sastres,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00224,spa,Oficial,Calle de los Sastres,Calle de los Sastres,Calle de los Sastres,Calle de los Sastres,Calle de los Sastres,42.30076,-1.95883,street,calrj
iderioja:street:calrj/0341726036000101--00225,Obispo Fidel García,Plaza Obispo Fidel García,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00225,spa,Oficial,Plaza Obispo Fidel García,Plaza Obispo Fidel García,Plaza Obispo Fidel García,Plaza Obispo Fidel García,Plaza Obispo Fidel García,42.30339,-1.95765,street,calrj
iderioja:street:calrj/0341726036000101--00226,San Blas,Calle San Blas,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00226,spa,Oficial,Calle San Blas,Calle San Blas,Calle San Blas,Calle San Blas,Calle San Blas,42.30377,-1.95812,street,calrj
iderioja:street:calrj/0341726036000101--00227,Carretil,Calle Carretil,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00227,spa,Oficial,Calle Carretil,Calle Carretil,Calle Carretil,Calle Carretil,Calle Carretil,42.30391,-1.9573,street,calrj
iderioja:street:calrj/0341726036000101--00228,Juan Apiñani,Plaza Juan Apiñani,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00228,spa,Oficial,Plaza Juan Apiñani,Plaza Juan Apiñani,Plaza Juan Apiñani,Plaza Juan Apiñani,Plaza Juan Apiñani,42.30899,-1.97008,street,calrj
iderioja:street:calrj/0341726036000101--00229,Cantabria,Calle Cantabria,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00229,spa,Oficial,Calle Cantabria,Calle Cantabria,Calle Cantabria,Calle Cantabria,Calle Cantabria,42.30902,-1.97166,street,calrj
iderioja:street:calrj/0341726036000101--00230,Segunda de Paletillas,Travesía Segunda de Paletillas,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00230,spa,Oficial,Travesía Segunda de Paletillas,Travesía Segunda de Paletillas,Travesía Segunda de Paletillas,Travesía Segunda de Paletillas,Travesía Segunda de Paletillas,42.30447,-1.9644,street,calrj
iderioja:street:calrj/0341726036000101--00231,Peña Philips,Plaza Peña Philips,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00231,spa,Oficial,Plaza Peña Philips,Plaza Peña Philips,Plaza Peña Philips,Plaza Peña Philips,Plaza Peña Philips,42.30461,-1.96483,street,calrj
iderioja:street:calrj/0341726036000101--00232,Pedro de Lepe,Calle Pedro de Lepe,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00232,spa,Oficial,Calle Pedro de Lepe,Calle Pedro de Lepe,Calle Pedro de Lepe,Calle Pedro de Lepe,Calle Pedro de Lepe,42.30941,-1.9574,street,calrj
iderioja:street:calrj/0341726036000101--00233,Cid Campeador,Plaza Cid Campeador,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00233,spa,Oficial,Plaza Cid Campeador,Plaza Cid Campeador,Plaza Cid Campeador,Plaza Cid Campeador,Plaza Cid Campeador,42.30606,-1.97227,street,calrj
iderioja:street:calrj/0341726036000101--00234,la Planilla,Calle la Planilla,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00234,spa,Oficial,Calle la Planilla,Calle la Planilla,Calle la Planilla,Calle la Planilla,Calle la Planilla,42.30433,-1.97392,street,calrj
iderioja:street:calrj/0341726036000101--00235,de los Ángeles,Plaza de los Ángeles,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00235,spa,Oficial,Plaza de los Ángeles,Plaza de los Ángeles,Plaza de los Ángeles,Plaza de los Ángeles,Plaza de los Ángeles,42.30476,-1.97358,street,calrj
iderioja:street:calrj/0341726036000101--00236,Monasterio de Yuso,Plaza Monasterio de Yuso,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00236,spa,Oficial,Plaza Monasterio de Yuso,Plaza Monasterio de Yuso,Plaza Monasterio de Yuso,Plaza Monasterio de Yuso,Plaza Monasterio de Yuso,42.30785,-1.96777,street,calrj
iderioja:street:calrj/0341726036000101--00237,de los Derechos Humanos,Plaza de los Derechos Humanos,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00237,spa,Oficial,Plaza de los Derechos Humanos,Plaza de los Derechos Humanos,Plaza de los Derechos Humanos,Plaza de los Derechos Humanos,Plaza de los Derechos Humanos,42.3089,-1.96818,street,calrj
iderioja:street:calrj/0341726036000101--00238,Montecompatri,Plaza Montecompatri,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00238,spa,Oficial,Plaza Montecompatri,Plaza Montecompatri,Plaza Montecompatri,Plaza Montecompatri,Plaza Montecompatri,42.30542,-1.96341,street,calrj
iderioja:street:calrj/0341726036000101--00239,Río Linares,Calle Río Linares,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00239,spa,Oficial,Calle Río Linares,Calle Río Linares,Calle Río Linares,Calle Río Linares,Calle Río Linares,42.30968,-1.96544,street,calrj
iderioja:street:calrj/0341726036000101--00240,Maestro Ángel Arroyo,Plaza Maestro Ángel Arroyo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00240,spa,Oficial,Plaza Maestro Ángel Arroyo,Plaza Maestro Ángel Arroyo,Plaza Maestro Ángel Arroyo,Plaza Maestro Ángel Arroyo,Plaza Maestro Ángel Arroyo,42.31046,-1.96653,street,calrj
iderioja:street:calrj/0341726036000101--00241,la Luna,Calle la Luna,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00241,spa,Oficial,Calle la Luna,Calle la Luna,Calle la Luna,Calle la Luna,Calle la Luna,42.30169,-1.96686,street,calrj
iderioja:street:calrj/0341726036000101--00242,de Caussade,Plaza de Caussade,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00242,spa,Oficial,Plaza de Caussade,Plaza de Caussade,Plaza de Caussade,Plaza de Caussade,Plaza de Caussade,42.30352,-1.9739,street,calrj
iderioja:street:calrj/0341726036000101--00243,Hausa,Plaza Hausa,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00243,spa,Oficial,Plaza Hausa,Plaza Hausa,Plaza Hausa,Plaza Hausa,Plaza Hausa,42.30412,-1.97317,street,calrj
iderioja:street:calrj/0341726036000101--00244,Juan Felipe Ruiz,Calle Juan Felipe Ruiz,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00244,spa,Oficial,Calle Juan Felipe Ruiz,Calle Juan Felipe Ruiz,Calle Juan Felipe Ruiz,Calle Juan Felipe Ruiz,Calle Juan Felipe Ruiz,42.27906,-1.92897,street,calrj
iderioja:street:calrj/0341726036000101--00245,Juan de la Cierva Codorniu,Calle Juan de la Cierva Codorniu,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00245,spa,Oficial,Calle Juan de la Cierva Codorniu,Calle Juan de la Cierva Codorniu,Calle Juan de la Cierva Codorniu,Calle Juan de la Cierva Codorniu,Calle Juan de la Cierva Codorniu,42.27901,-1.92944,street,calrj
iderioja:street:calrj/0341726036000101--00246,Santiago Ramón y Cajal,Calle Santiago Ramón y Cajal,España,034,ESP,La Rioja,03417,La Rioja,0341726,Calahorra,0341726036,Calahorra,03417260360001,0341726036000101--00246,spa,Oficial,Calle Santiago Ramón y Cajal,Calle Santiago Ramón y Cajal,Calle Santiago Ramón y Cajal,Calle Santiago Ramón y Cajal,Calle Santiago Ramón y Cajal,42.27515,-1.92858,street,calrj
