ELASTICSEARCH_ID,ADDRESS_PARTS0NAME,ADDRESS_PARTS0STREET,PARENT0COUNTRY,PARENT0COUNTRY_ID,PARENT0COUNTRY_A,PARENT0MACROREGION,PARENT0MACROREGION_ID,PARENT0REGION,PARENT0REGION_ID,PARENT0LOCALADMIN,PARENT0LOCALADMIN_ID,PARENT0LOCALITY,PARENT0LOCALITY_ID,ADDENDUM0IDERIOJA0ID,ADDENDUM0IDERIOJA0LENGUA,ADDENDUM0IDERIOJA0ESTADO,ADDENDUM0IDERIOJA0NOMBRE_ACTU,NAME0DEFAULT,NAME0ES,PHRASE0DEFAULT,PHRASE0ES,CENTER_POINT0LAT,CENTER_POINT0LON,LAYER,SOURCE
iderioja:street:calrj/03201000000000000000001,du Regent,Boulevard du Regent,Belgique,032,BEL,Bruxelles Capitale,03201,Bruxelles Capitale,0320100,Bruxelles,0320100000,Bruxelles,03201000000000,03201000000000000000001,fra,Oficial,Boulevard du Regent,Boulevard du Regent,Boulevard du Regent,Boulevard du Regent,Boulevard du Regent,50.84808,4.3698,street,calrj
iderioja:street:calrj/0341726001000101--00001,de La Rioja,Avenida de La Rioja,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00001,spa,Oficial,Avenida de La Rioja,Avenida de La Rioja,Avenida de La Rioja,Avenida de La Rioja,Avenida de La Rioja,42.57172,-2.70696,street,calrj
iderioja:street:calrj/0341726001000101--00002,Carrabaños,Camino Carrabaños,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00002,spa,Oficial,Camino Carrabaños,Camino Carrabaños,Camino Carrabaños,Camino Carrabaños,Camino Carrabaños,42.57065,-2.71117,street,calrj
iderioja:street:calrj/0341726001000101--00003,el Ramal,Calle el Ramal,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00003,spa,Oficial,Calle el Ramal,Calle el Ramal,Calle el Ramal,Calle el Ramal,Calle el Ramal,42.57251,-2.71202,street,calrj
iderioja:street:calrj/0341726001000101--00004,Real Divisa,Calle Real Divisa,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00004,spa,Oficial,Calle Real Divisa,Calle Real Divisa,Calle Real Divisa,Calle Real Divisa,Calle Real Divisa,42.57312,-2.70946,street,calrj
iderioja:street:calrj/0341726001000101--00005,Manuel Iglesias Sarria,Calle Manuel Iglesias Sarria,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00005,spa,Oficial,Calle Manuel Iglesias Sarria,Calle Manuel Iglesias Sarria,Calle Manuel Iglesias Sarria,Calle Manuel Iglesias Sarria,Calle Manuel Iglesias Sarria,42.57273,-2.71025,street,calrj
iderioja:street:calrj/0341726001000101--00006,Arana,Calle Arana,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00006,spa,Oficial,Calle Arana,Calle Arana,Calle Arana,Calle Arana,Calle Arana,42.57255,-2.71043,street,calrj
iderioja:street:calrj/0341726001000101--00007,de la Constitución,Plaza de la Constitución,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00007,spa,Oficial,Plaza de la Constitución,Plaza de la Constitución,Plaza de la Constitución,Plaza de la Constitución,Plaza de la Constitución,42.5726,-2.71111,street,calrj
iderioja:street:calrj/0341726001000101--00008,Sancho Ramírez de la Piscina,Calle Sancho Ramírez de la Piscina,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00008,spa,Oficial,Calle Sancho Ramírez de la Piscina,Calle Sancho Ramírez de la Piscina,Calle Sancho Ramírez de la Piscina,Calle Sancho Ramírez de la Piscina,Calle Sancho Ramírez de la Piscina,42.57352,-2.71108,street,calrj
iderioja:street:calrj/0341726001000101--00009,San Bartolomé,Camino San Bartolomé,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00009,spa,Oficial,Camino San Bartolomé,Camino San Bartolomé,Camino San Bartolomé,Camino San Bartolomé,Camino San Bartolomé,42.57038,-2.71266,street,calrj
iderioja:street:calrj/0341726001000101--00010,San Roque,Camino San Roque,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00010,spa,Oficial,Camino San Roque,Camino San Roque,Camino San Roque,Camino San Roque,Camino San Roque,42.57031,-2.71153,street,calrj
iderioja:street:calrj/0341726001000101--00011,Longrande,Calle Longrande,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00011,spa,Oficial,Calle Longrande,Calle Longrande,Calle Longrande,Calle Longrande,Calle Longrande,42.57229,-2.71105,street,calrj
iderioja:street:calrj/0341726001000101--00012,el Horno,Calle el Horno,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00012,spa,Oficial,Calle el Horno,Calle el Horno,Calle el Horno,Calle el Horno,Calle el Horno,42.5729,-2.70942,street,calrj
iderioja:street:calrj/0341726001000101--00013,Ballesteros,Calle Ballesteros,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00013,spa,Oficial,Calle Ballesteros,Calle Ballesteros,Calle Ballesteros,Calle Ballesteros,Calle Ballesteros,42.57336,-2.70891,street,calrj
iderioja:street:calrj/0341726001000101--00014,Ramiro de Navarra,Calle Ramiro de Navarra,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00014,spa,Oficial,Calle Ramiro de Navarra,Calle Ramiro de Navarra,Calle Ramiro de Navarra,Calle Ramiro de Navarra,Calle Ramiro de Navarra,42.57333,-2.71028,street,calrj
iderioja:street:calrj/0341726001000101--00015,Trujales,Calle Trujales,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00015,spa,Oficial,Calle Trujales,Calle Trujales,Calle Trujales,Calle Trujales,Calle Trujales,42.57302,-2.71041,street,calrj
iderioja:street:calrj/0341726001000101--00016,Mesones,Calle Mesones,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00016,spa,Oficial,Calle Mesones,Calle Mesones,Calle Mesones,Calle Mesones,Calle Mesones,42.57341,-2.71034,street,calrj
iderioja:street:calrj/0341726001000101--00017,Trujales,Travesía Trujales,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00017,spa,Oficial,Travesía Trujales,Travesía Trujales,Travesía Trujales,Travesía Trujales,Travesía Trujales,42.57312,-2.71078,street,calrj
iderioja:street:calrj/0341726001000101--00018,Martín Fernández de Navarrete,Plaza Martín Fernández de Navarrete,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00018,spa,Oficial,Plaza Martín Fernández de Navarrete,Plaza Martín Fernández de Navarrete,Plaza Martín Fernández de Navarrete,Plaza Martín Fernández de Navarrete,Plaza Martín Fernández de Navarrete,42.5737,-2.71059,street,calrj
iderioja:street:calrj/0341726001000101--00019,Norte,Calle Norte,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00019,spa,Oficial,Calle Norte,Calle Norte,Calle Norte,Calle Norte,Calle Norte,42.57374,-2.71025,street,calrj
iderioja:street:calrj/0341726001000101--00020,San Andrés,Camino San Andrés,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00020,spa,Oficial,Camino San Andrés,Camino San Andrés,Camino San Andrés,Camino San Andrés,Camino San Andrés,42.57214,-2.70846,street,calrj
iderioja:street:calrj/0341726001000101--00021,Virgen de la Rosa,Calle Virgen de la Rosa,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00021,spa,Oficial,Calle Virgen de la Rosa,Calle Virgen de la Rosa,Calle Virgen de la Rosa,Calle Virgen de la Rosa,Calle Virgen de la Rosa,42.5751,-2.70747,street,calrj
iderioja:street:calrj/0341726001000101--00022,los Morales,Calle los Morales,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00022,spa,Oficial,Calle los Morales,Calle los Morales,Calle los Morales,Calle los Morales,Calle los Morales,42.57148,-2.71004,street,calrj
iderioja:street:calrj/0341726001000101--00023,la Cuesta,Calle la Cuesta,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00023,spa,Oficial,Calle la Cuesta,Calle la Cuesta,Calle la Cuesta,Calle la Cuesta,Calle la Cuesta,42.57221,-2.71027,street,calrj
iderioja:street:calrj/0341726001000101--00024,Fermín Gurbindo,Plaza Fermín Gurbindo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00024,spa,Oficial,Plaza Fermín Gurbindo,Plaza Fermín Gurbindo,Plaza Fermín Gurbindo,Plaza Fermín Gurbindo,Plaza Fermín Gurbindo,42.57309,-2.70964,street,calrj
iderioja:street:calrj/0341726001000101--00025,del Palacio,Plaza del Palacio,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00025,spa,Oficial,Plaza del Palacio,Plaza del Palacio,Plaza del Palacio,Plaza del Palacio,Plaza del Palacio,42.573,-2.71156,street,calrj
iderioja:street:calrj/0341726001000101--00026,Cartajona,Calle Cartajona,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00026,spa,Oficial,Calle Cartajona,Calle Cartajona,Calle Cartajona,Calle Cartajona,Calle Cartajona,42.5723,-2.71121,street,calrj
iderioja:street:calrj/0341726001000101--00027,doña Cristina Hija del Cid,Calle doña Cristina Hija del Cid,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00027,spa,Oficial,Calle doña Cristina Hija del Cid,Calle doña Cristina Hija del Cid,Calle doña Cristina Hija del Cid,Calle doña Cristina Hija del Cid,Calle doña Cristina Hija del Cid,42.57301,-2.71112,street,calrj
iderioja:street:calrj/0341726001000101--00028,del Río,Calle del Río,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00028,spa,Oficial,Calle del Río,Calle del Río,Calle del Río,Calle del Río,Calle del Río,42.5717,-2.71045,street,calrj
iderioja:street:calrj/0341726001000101--00029,Zarabel,Calle Zarabel,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00029,spa,Oficial,Calle Zarabel,Calle Zarabel,Calle Zarabel,Calle Zarabel,Calle Zarabel,42.57391,-2.7103,street,calrj
iderioja:street:calrj/0341726001000101--00030,del Norte,Travesía del Norte,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00030,spa,Oficial,Travesía del Norte,Travesía del Norte,Travesía del Norte,Travesía del Norte,Travesía del Norte,42.57356,-2.7093,street,calrj
iderioja:street:calrj/0341726001000101--00031,Real Divisa,Travesía Real Divisa,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00031,spa,Oficial,Travesía Real Divisa,Travesía Real Divisa,Travesía Real Divisa,Travesía Real Divisa,Travesía Real Divisa,42.57322,-2.7094,street,calrj
iderioja:street:calrj/0341726001000101--00032,los Muletos,Plaza los Muletos,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00032,spa,Oficial,Plaza los Muletos,Plaza los Muletos,Plaza los Muletos,Plaza los Muletos,Plaza los Muletos,42.57354,-2.70979,street,calrj
iderioja:street:calrj/0341726001000101--00033,del Cantón,Plaza del Cantón,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00033,spa,Oficial,Plaza del Cantón,Plaza del Cantón,Plaza del Cantón,Plaza del Cantón,Plaza del Cantón,42.57347,-2.70882,street,calrj
iderioja:street:calrj/0341726001000101--00034,Hospital,Calle Hospital,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00034,spa,Oficial,Calle Hospital,Calle Hospital,Calle Hospital,Calle Hospital,Calle Hospital,42.57152,-2.71041,street,calrj
iderioja:street:calrj/0341726001000101--00035,Cuesta Larrumbe,Camino Cuesta Larrumbe,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00035,spa,Oficial,Camino Cuesta Larrumbe,Camino Cuesta Larrumbe,Camino Cuesta Larrumbe,Camino Cuesta Larrumbe,Camino Cuesta Larrumbe,42.57098,-2.70929,street,calrj
iderioja:street:calrj/0341726001000101--00036,San Juan,Camino San Juan,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00036,spa,Oficial,Camino San Juan,Camino San Juan,Camino San Juan,Camino San Juan,Camino San Juan,42.57514,-2.70777,street,calrj
iderioja:street:calrj/0341726001000101--00037,Utrera,Camino Utrera,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00037,spa,Oficial,Camino Utrera,Camino Utrera,Camino Utrera,Camino Utrera,Camino Utrera,42.57006,-2.71148,street,calrj
iderioja:street:calrj/0341726001000101--00038,Santa María de la Piscina,Plaza Santa María de la Piscina,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00038,spa,Oficial,Plaza Santa María de la Piscina,Plaza Santa María de la Piscina,Plaza Santa María de la Piscina,Plaza Santa María de la Piscina,Plaza Santa María de la Piscina,42.57389,-2.71123,street,calrj
iderioja:street:calrj/0341726001000101--00039,Carrapeciña,Camino Carrapeciña,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00039,spa,Oficial,Camino Carrapeciña,Camino Carrapeciña,Camino Carrapeciña,Camino Carrapeciña,Camino Carrapeciña,42.57401,-2.71076,street,calrj
iderioja:street:calrj/0341726001000101--00040,de la Rosa,Camino de la Rosa,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00040,spa,Oficial,Camino de la Rosa,Camino de la Rosa,Camino de la Rosa,Camino de la Rosa,Camino de la Rosa,42.57792,-2.70632,street,calrj
iderioja:street:calrj/0341726001000101--00041,Fuente del Moro,Camino Fuente del Moro,España,034,ESP,La Rioja,03417,La Rioja,0341726,Ábalos,0341726001,Ábalos,03417260010001,0341726001000101--00041,spa,Oficial,Camino Fuente del Moro,Camino Fuente del Moro,Camino Fuente del Moro,Camino Fuente del Moro,Camino Fuente del Moro,42.57676,-2.70661,street,calrj
iderioja:street:calrj/0341726002000101--00001,Sin nombre,No definido Sin nombre,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00001,spa,Oficial,No definido Sin nombre,No definido Sin nombre,No definido Sin nombre,No definido Sin nombre,No definido Sin nombre,42.44282,-2.2959,street,calrj
iderioja:street:calrj/0341726002000101--00002,La Rioja,Avenida La Rioja,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00002,spa,Oficial,Avenida La Rioja,Avenida La Rioja,Avenida La Rioja,Avenida La Rioja,Avenida La Rioja,42.44331,-2.29467,street,calrj
iderioja:street:calrj/0341726002000101--00003,Zaragoza,Carretera Zaragoza,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00003,spa,Oficial,Carretera Zaragoza,Carretera Zaragoza,Carretera Zaragoza,Carretera Zaragoza,Carretera Zaragoza,42.44061,-2.29481,street,calrj
iderioja:street:calrj/0341726002000101--00004,José María de la Vega,Calle José María de la Vega,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00004,spa,Oficial,Calle José María de la Vega,Calle José María de la Vega,Calle José María de la Vega,Calle José María de la Vega,Calle José María de la Vega,42.44441,-2.29033,street,calrj
iderioja:street:calrj/0341726002000101--00005,Ebro,Avenida Ebro,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00005,spa,Oficial,Avenida Ebro,Avenida Ebro,Avenida Ebro,Avenida Ebro,Avenida Ebro,42.43856,-2.28539,street,calrj
iderioja:street:calrj/0341726002000101--00006,del Río Leza,Calle del Río Leza,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00006,spa,Oficial,Calle del Río Leza,Calle del Río Leza,Calle del Río Leza,Calle del Río Leza,Calle del Río Leza,42.42737,-2.26634,street,calrj
iderioja:street:calrj/0341726002000101--00007,de Cameros,Avenida de Cameros,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00007,spa,Oficial,Avenida de Cameros,Avenida de Cameros,Avenida de Cameros,Avenida de Cameros,Avenida de Cameros,42.43695,-2.28699,street,calrj
iderioja:street:calrj/0341726002000101--00008,la Atalayuela,Camino la Atalayuela,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00008,spa,Oficial,Camino la Atalayuela,Camino la Atalayuela,Camino la Atalayuela,Camino la Atalayuela,Camino la Atalayuela,42.44005,-2.29553,street,calrj
iderioja:street:calrj/0341726002000101--00009,Ferrocarril,Camino Ferrocarril,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00009,spa,Oficial,Camino Ferrocarril,Camino Ferrocarril,Camino Ferrocarril,Camino Ferrocarril,Camino Ferrocarril,42.44616,-2.29476,street,calrj
iderioja:street:calrj/0341726002000101--00010,Río Oja,Avenida Río Oja,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00010,spa,Oficial,Avenida Río Oja,Avenida Río Oja,Avenida Río Oja,Avenida Río Oja,Avenida Río Oja,42.43817,-2.28743,street,calrj
iderioja:street:calrj/0341726002000101--00011,el Olmo,Calle el Olmo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00011,spa,Oficial,Calle el Olmo,Calle el Olmo,Calle el Olmo,Calle el Olmo,Calle el Olmo,42.44599,-2.29191,street,calrj
iderioja:street:calrj/0341726002000101--00012,la Oficina,Calle la Oficina,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00012,spa,Oficial,Calle la Oficina,Calle la Oficina,Calle la Oficina,Calle la Oficina,Calle la Oficina,42.44503,-2.29117,street,calrj
iderioja:street:calrj/0341726002000101--00013,la Villa,Calle la Villa,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00013,spa,Oficial,Calle la Villa,Calle la Villa,Calle la Villa,Calle la Villa,Calle la Villa,42.44643,-2.29064,street,calrj
iderioja:street:calrj/0341726002000101--00014,del Castillo,Plaza del Castillo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00014,spa,Oficial,Plaza del Castillo,Plaza del Castillo,Plaza del Castillo,Plaza del Castillo,Plaza del Castillo,42.44673,-2.2907,street,calrj
iderioja:street:calrj/0341726002000101--00015,la Paz,Calle la Paz,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00015,spa,Oficial,Calle la Paz,Calle la Paz,Calle la Paz,Calle la Paz,Calle la Paz,42.44604,-2.29037,street,calrj
iderioja:street:calrj/0341726002000101--00016,Portales,Calle Portales,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00016,spa,Oficial,Calle Portales,Calle Portales,Calle Portales,Calle Portales,Calle Portales,42.44621,-2.29095,street,calrj
iderioja:street:calrj/0341726002000101--00017,Torrontero,Calle Torrontero,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00017,spa,Oficial,Calle Torrontero,Calle Torrontero,Calle Torrontero,Calle Torrontero,Calle Torrontero,42.44584,-2.29086,street,calrj
iderioja:street:calrj/0341726002000101--00018,del Cementerio,Camino del Cementerio,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00018,spa,Oficial,Camino del Cementerio,Camino del Cementerio,Camino del Cementerio,Camino del Cementerio,Camino del Cementerio,42.44776,-2.29046,street,calrj
iderioja:street:calrj/0341726002000101--00019,Guardia Civil,Calle Guardia Civil,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00019,spa,Oficial,Calle Guardia Civil,Calle Guardia Civil,Calle Guardia Civil,Calle Guardia Civil,Calle Guardia Civil,42.44264,-2.29506,street,calrj
iderioja:street:calrj/0341726002000101--00020,la Ermita,Calle la Ermita,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00020,spa,Oficial,Calle la Ermita,Calle la Ermita,Calle la Ermita,Calle la Ermita,Calle la Ermita,42.44639,-2.29278,street,calrj
iderioja:street:calrj/0341726002000101--00021,Miguel de Cervantes,Calle Miguel de Cervantes,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00021,spa,Oficial,Calle Miguel de Cervantes,Calle Miguel de Cervantes,Calle Miguel de Cervantes,Calle Miguel de Cervantes,Calle Miguel de Cervantes,42.44466,-2.28977,street,calrj
iderioja:street:calrj/0341726002000101--00022,Miguel Santos Sáenz,Calle Miguel Santos Sáenz,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00022,spa,Oficial,Calle Miguel Santos Sáenz,Calle Miguel Santos Sáenz,Calle Miguel Santos Sáenz,Calle Miguel Santos Sáenz,Calle Miguel Santos Sáenz,42.44667,-2.29111,street,calrj
iderioja:street:calrj/0341726002000101--00023,la Virgen,Calle la Virgen,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00023,spa,Oficial,Calle la Virgen,Calle la Virgen,Calle la Virgen,Calle la Virgen,Calle la Virgen,42.44571,-2.29057,street,calrj
iderioja:street:calrj/0341726002000101--00024,Escultor Daniel,Plaza Escultor Daniel,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00024,spa,Oficial,Plaza Escultor Daniel,Plaza Escultor Daniel,Plaza Escultor Daniel,Plaza Escultor Daniel,Plaza Escultor Daniel,42.44728,-2.29467,street,calrj
iderioja:street:calrj/0341726002000101--00025,Camilo José Cela,Calle Camilo José Cela,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00025,spa,Oficial,Calle Camilo José Cela,Calle Camilo José Cela,Calle Camilo José Cela,Calle Camilo José Cela,Calle Camilo José Cela,42.44446,-2.28801,street,calrj
iderioja:street:calrj/0341726002000101--00026,Miguel de Unamuno,Calle Miguel de Unamuno,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00026,spa,Oficial,Calle Miguel de Unamuno,Calle Miguel de Unamuno,Calle Miguel de Unamuno,Calle Miguel de Unamuno,Calle Miguel de Unamuno,42.44413,-2.2888,street,calrj
iderioja:street:calrj/0341726002000101--00027,Bretón de los Herreros,Calle Bretón de los Herreros,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00027,spa,Oficial,Calle Bretón de los Herreros,Calle Bretón de los Herreros,Calle Bretón de los Herreros,Calle Bretón de los Herreros,Calle Bretón de los Herreros,42.44478,-2.29202,street,calrj
iderioja:street:calrj/0341726002000101--00028,la Cana,Calle la Cana,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00028,spa,Oficial,Calle la Cana,Calle la Cana,Calle la Cana,Calle la Cana,Calle la Cana,42.44337,-2.29331,street,calrj
iderioja:street:calrj/0341726002000101--00029,Obispo Juan García,Calle Obispo Juan García,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00029,spa,Oficial,Calle Obispo Juan García,Calle Obispo Juan García,Calle Obispo Juan García,Calle Obispo Juan García,Calle Obispo Juan García,42.44216,-2.29915,street,calrj
iderioja:street:calrj/0341726002000101--00030,Santa Águeda,Calle Santa Águeda,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00030,spa,Oficial,Calle Santa Águeda,Calle Santa Águeda,Calle Santa Águeda,Calle Santa Águeda,Calle Santa Águeda,42.44541,-2.28867,street,calrj
iderioja:street:calrj/0341726002000101--00031,Valdemoros,Calle Valdemoros,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00031,spa,Oficial,Calle Valdemoros,Calle Valdemoros,Calle Valdemoros,Calle Valdemoros,Calle Valdemoros,42.44565,-2.28987,street,calrj
iderioja:street:calrj/0341726002000101--00032,Capitán Medrano,Calle Capitán Medrano,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00032,spa,Oficial,Calle Capitán Medrano,Calle Capitán Medrano,Calle Capitán Medrano,Calle Capitán Medrano,Calle Capitán Medrano,42.44514,-2.28947,street,calrj
iderioja:street:calrj/0341726002000101--00033,Polideportivo,Avenida Polideportivo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00033,spa,Oficial,Avenida Polideportivo,Avenida Polideportivo,Avenida Polideportivo,Avenida Polideportivo,Avenida Polideportivo,42.44506,-2.28883,street,calrj
iderioja:street:calrj/0341726002000101--00034,Polvillo,Camino Polvillo,España,034,ESP,La Rioja,03417,La Rioja,0341726,Agoncillo,0341726002,Agoncillo,03417260020001,0341726002000101--00034,spa,Oficial,Camino Polvillo,Camino Polvillo,Camino Polvillo,Camino Polvillo,Camino Polvillo,42.44718,-2.29542,street,calrj
