ID,NAME,ABBR,GEOM0LAT,GEOM0LON,GEOM0BBOX,GEOM0AREA,LINEAGE0COUNTRY0ID,LINEAGE0COUNTRY0NAME,LINEAGE0COUNTRY0ABBR,LINEAGE0MACROREGION0ID,LINEAGE0MACROREGION0NAME,LINEAGE0MACROREGION0ABBR,LINEAGE0REGION0ID,LINEAGE0REGION0NAME,LINEAGE0REGION0ABBR,LINEAGE0LOCALADMIN0ID,LINEAGE0LOCALADMIN0NAME,LINEAGE0LOCALADMIN0ABBR,LINEAGE0LOCALITY0ID,LINEAGE0LOCALITY0NAME,LINEAGE0LOCALITY0ABBR,PLACETYPE
032,Bélgica,BEL,50.84808,4.3698,"2.56116,49.49652,6.40585,51.50382",30774.35431,032,Bélgica,BEL,,,,,,,,,,,,,country
03201,Bruselas,,50.84808,4.3698,"2.52180,49.49522,6.37453,51.49624",76105.02042,032,Bélgica,BEL,03201,Bruselas,,,,,,,,,,,macroregion
0320100,Bruselas,,50.84808,4.3698,"2.52180,49.49522,6.37453,51.49624",76105.02042,032,Bélgica,BEL,03201,Bruselas,,0320100,Bruselas,,,,,,,,region
0320100000,Bruselas,,50.84808,4.3698,"2.52180,49.49522,6.37453,51.49624",76105.02042,032,Bélgica,BEL,03201,Bruselas,,0320100,Bruselas,,0320100000,Bruselas,,,,,localadmin
03201000000000,Bruselas,,50.84808,4.3698,"2.52180,49.49522,6.37453,51.49624",76105.02042,032,Bélgica,BEL,03201,Bruselas,,0320100,Bruselas,,0320100000,Bruselas,,03201000000000,Bruselas,,locality
034,España,ES,42.46383,-2.46096,"-18.16318,27.81793,4.28823,43.79404",505315.91097,034,España,ES,,,,,,,,,,,,,country
03401,Andalucía,,37.46719,-4.5795,"-7.52449,36.00620,-1.62669,38.72940",87639.28979,034,España,ES,03401,Andalucía,,,,,,,,,,,macroregion
0340104,Almería,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,,,,,,,region
0340104001,Abla,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104001,Abla,,,,,localadmin
0340104002,Abrucena,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104002,Abrucena,,,,,localadmin
0340104003,Adra,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104003,Adra,,,,,localadmin
0340104004,Albánchez,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104004,Albánchez,,,,,localadmin
0340104005,Alboloduy,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104005,Alboloduy,,,,,localadmin
0340104006,Albox,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104006,Albox,,,,,localadmin
0340104007,Alcolea,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104007,Alcolea,,,,,localadmin
0340104008,Alcóntar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104008,Alcóntar,,,,,localadmin
0340104009,Alcudia de Monteagud,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104009,Alcudia de Monteagud,,,,,localadmin
0340104010,Alhabia,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104010,Alhabia,,,,,localadmin
0340104011,Alhama de Almería,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104011,Alhama de Almería,,,,,localadmin
0340104012,Alicún,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104012,Alicún,,,,,localadmin
0340104013,Almería,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104013,Almería,,,,,localadmin
0340104014,Almócita,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104014,Almócita,,,,,localadmin
0340104015,Alsodux,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104015,Alsodux,,,,,localadmin
0340104016,Antas,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104016,Antas,,,,,localadmin
0340104017,Arboleas,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104017,Arboleas,,,,,localadmin
0340104018,Armuña de Almanzora,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104018,Armuña de Almanzora,,,,,localadmin
0340104019,Bacares,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104019,Bacares,,,,,localadmin
0340104020,Bayárcal,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104020,Bayárcal,,,,,localadmin
0340104021,Bayarque,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104021,Bayarque,,,,,localadmin
0340104022,Bédar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104022,Bédar,,,,,localadmin
0340104023,Beires,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104023,Beires,,,,,localadmin
0340104024,Benahadux,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104024,Benahadux,,,,,localadmin
0340104026,Benitagla,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104026,Benitagla,,,,,localadmin
0340104027,Benizalón,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104027,Benizalón,,,,,localadmin
0340104028,Bentarique,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104028,Bentarique,,,,,localadmin
0340104029,Berja,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104029,Berja,,,,,localadmin
0340104030,Canjáyar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104030,Canjáyar,,,,,localadmin
0340104031,Cantoria,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104031,Cantoria,,,,,localadmin
0340104032,Carboneras,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104032,Carboneras,,,,,localadmin
0340104033,Castro de Filabres,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104033,Castro de Filabres,,,,,localadmin
0340104034,Cóbdar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104034,Cóbdar,,,,,localadmin
0340104035,Cuevas del Almanzora,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104035,Cuevas del Almanzora,,,,,localadmin
0340104036,Chercos,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104036,Chercos,,,,,localadmin
0340104037,Chirivel,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104037,Chirivel,,,,,localadmin
0340104038,Dalías,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104038,Dalías,,,,,localadmin
0340104041,Enix,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104041,Enix,,,,,localadmin
0340104043,Felix,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104043,Felix,,,,,localadmin
0340104044,Fines,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104044,Fines,,,,,localadmin
0340104045,Fiñana,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104045,Fiñana,,,,,localadmin
0340104046,Fondón,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104046,Fondón,,,,,localadmin
0340104047,Gádor,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104047,Gádor,,,,,localadmin
0340104048,"Gallardos, Los",,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104048,"Gallardos, Los",,,,,localadmin
0340104049,Garrucha,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104049,Garrucha,,,,,localadmin
0340104050,Gérgal,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104050,Gérgal,,,,,localadmin
0340104051,Huécija,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104051,Huécija,,,,,localadmin
0340104052,Huércal de Almería,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104052,Huércal de Almería,,,,,localadmin
0340104053,Huércal-Overa,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104053,Huércal-Overa,,,,,localadmin
0340104054,Illar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104054,Illar,,,,,localadmin
0340104055,Instinción,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104055,Instinción,,,,,localadmin
0340104056,Laroya,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104056,Laroya,,,,,localadmin
0340104057,Láujar de Andarax,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104057,Láujar de Andarax,,,,,localadmin
0340104058,Líjar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104058,Líjar,,,,,localadmin
0340104059,Lubrín,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104059,Lubrín,,,,,localadmin
0340104060,Lucainena de las Torres,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104060,Lucainena de las Torres,,,,,localadmin
0340104061,Lúcar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104061,Lúcar,,,,,localadmin
0340104062,Macael,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104062,Macael,,,,,localadmin
0340104063,María,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104063,María,,,,,localadmin
0340104064,Mojácar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104064,Mojácar,,,,,localadmin
0340104065,Nacimiento,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104065,Nacimiento,,,,,localadmin
0340104066,Níjar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104066,Níjar,,,,,localadmin
0340104067,Ohanes,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104067,Ohanes,,,,,localadmin
0340104068,Olula de Castro,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104068,Olula de Castro,,,,,localadmin
0340104069,Olula del Río,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104069,Olula del Río,,,,,localadmin
0340104070,Oria,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104070,Oria,,,,,localadmin
0340104071,Padules,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104071,Padules,,,,,localadmin
0340104072,Partaloa,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104072,Partaloa,,,,,localadmin
0340104073,Paterna del Río,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104073,Paterna del Río,,,,,localadmin
0340104074,Pechina,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104074,Pechina,,,,,localadmin
0340104075,Pulpí,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104075,Pulpí,,,,,localadmin
0340104076,Purchena,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104076,Purchena,,,,,localadmin
0340104077,Rágol,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104077,Rágol,,,,,localadmin
0340104078,Rioja,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104078,Rioja,,,,,localadmin
0340104079,Roquetas de Mar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104079,Roquetas de Mar,,,,,localadmin
0340104080,Santa Cruz de Marchena,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104080,Santa Cruz de Marchena,,,,,localadmin
0340104081,Santa Fe de Mondújar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104081,Santa Fe de Mondújar,,,,,localadmin
0340104082,Senés,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104082,Senés,,,,,localadmin
0340104083,Serón,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104083,Serón,,,,,localadmin
0340104084,Sierro,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104084,Sierro,,,,,localadmin
0340104085,Somontín,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104085,Somontín,,,,,localadmin
0340104086,Sorbas,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104086,Sorbas,,,,,localadmin
0340104087,Suflí,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104087,Suflí,,,,,localadmin
0340104088,Tabernas,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104088,Tabernas,,,,,localadmin
0340104089,Taberno,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104089,Taberno,,,,,localadmin
0340104090,Tahal,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104090,Tahal,,,,,localadmin
0340104091,Terque,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104091,Terque,,,,,localadmin
0340104092,Tíjola,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104092,Tíjola,,,,,localadmin
0340104093,Turre,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104093,Turre,,,,,localadmin
0340104094,Turrillas,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104094,Turrillas,,,,,localadmin
0340104095,Uleila del Campo,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104095,Uleila del Campo,,,,,localadmin
0340104096,Urrácal,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104096,Urrácal,,,,,localadmin
0340104097,Velefique,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104097,Velefique,,,,,localadmin
0340104098,Vélez-Blanco,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104098,Vélez-Blanco,,,,,localadmin
0340104099,Vélez-Rubio,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104099,Vélez-Rubio,,,,,localadmin
0340104100,Vera,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104100,Vera,,,,,localadmin
0340104101,Viator,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104101,Viator,,,,,localadmin
0340104102,Vícar,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104102,Vícar,,,,,localadmin
0340104103,Zurgena,,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104103,Zurgena,,,,,localadmin
0340104901,"Tres Villas, Las",,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104901,"Tres Villas, Las",,,,,localadmin
0340104902,"Ejido, El",,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104902,"Ejido, El",,,,,localadmin
0340104903,"Mojonera, La",,37.19495,-2.34615,"-3.14039,36.68050,-1.62669,37.91560",8773.08827,034,España,ES,03401,Andalucía,,0340104,Almería,,0340104903,"Mojonera, La",,,,,localadmin
0340111,Cádiz,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,,,,,,,region
0340111001,Alcalá de los Gazules,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111001,Alcalá de los Gazules,,,,,localadmin
0340111002,Alcalá del Valle,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111002,Alcalá del Valle,,,,,localadmin
0340111003,Algar,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111003,Algar,,,,,localadmin
0340111004,Algeciras,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111004,Algeciras,,,,,localadmin
0340111005,Algodonales,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111005,Algodonales,,,,,localadmin
0340111006,Arcos de la Frontera,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111006,Arcos de la Frontera,,,,,localadmin
0340111007,Barbate,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111007,Barbate,,,,,localadmin
0340111008,"Barrios, Los",,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111008,"Barrios, Los",,,,,localadmin
0340111009,Benaocaz,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111009,Benaocaz,,,,,localadmin
0340111010,Bornos,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111010,Bornos,,,,,localadmin
0340111011,"Bosque, El",,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111011,"Bosque, El",,,,,localadmin
0340111012,Cádiz,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111012,Cádiz,,,,,localadmin
0340111013,Castellar de la Frontera,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111013,Castellar de la Frontera,,,,,localadmin
0340111014,Conil de la Frontera,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111014,Conil de la Frontera,,,,,localadmin
0340111015,Chiclana de la Frontera,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111015,Chiclana de la Frontera,,,,,localadmin
0340111016,Chipiona,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111016,Chipiona,,,,,localadmin
0340111017,Espera,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111017,Espera,,,,,localadmin
0340111018,"Gastor, El",,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111018,"Gastor, El",,,,,localadmin
0340111019,Grazalema,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111019,Grazalema,,,,,localadmin
0340111020,Jerez de la Frontera,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111020,Jerez de la Frontera,,,,,localadmin
0340111021,Jimena de la Frontera,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111021,Jimena de la Frontera,,,,,localadmin
0340111022,"Línea de la Concepción, La",,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111022,"Línea de la Concepción, La",,,,,localadmin
0340111023,Medina-Sidonia,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111023,Medina-Sidonia,,,,,localadmin
0340111024,Olvera,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111024,Olvera,,,,,localadmin
0340111025,Paterna de Rivera,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111025,Paterna de Rivera,,,,,localadmin
0340111026,Prado del Rey,,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111026,Prado del Rey,,,,,localadmin
0340111027,"Puerto de Santa María, El",,36.55238,-5.76252,"-6.44301,36.00620,-5.08731,37.05231",7477.58229,034,España,ES,03401,Andalucía,,0340111,Cádiz,,0340111027,"Puerto de Santa María, El",,,,,localadmin
